5,0,0
11,0,0
17,0,0.2
23,0,0.2
29,0,0.3
35,0,0.3
40,0,0.4
46,0,0.4
52,0,0.4
57,0,0.4
63,0,0.4
68,0,0.6
73,0,0.6
78,0,0.7
83,0,0.7
88,0,0.8
93,0,0.8
99,0,0.9
105,0,0.9
110,0,0.9
117,0,1
124,0,1.2
131,0,1.2
137,0,1.2
143,0,1.2
149,0,1.3
155,0,1.3
161,0,1.4
167,0,1.4
172,0,1.6
178,0,1.6
183,0,1.7
189,0,1.7
194,0,1.7
200,0,1.8
206,0,1.8
211,0,1.9
217,0,1.9
223,0,1.9
229,0,2.1
235,0,2.1
241,0,2.2
249,0,2.2
255,0,2.2
262,0,2.4
267,0,2.4
273,0,2.4
279,0,2.4
284,0,2.5
289,0,2.5
294,0,2.7
299,0,2.7
304,0,2.7
310,0,2.9
317,0,2.9
323,0,2.9
329,0,3
335,0,3
341,0,3.1
346,0,3.1
352,0,3.2
359,0,3.2
365,0,3.4
371,0,3.6
378,0,3.6
385,0,3.7
391,0,3.7
396,0,3.8
402,0,3.9
408,0,3.9
414,0,3.9
420,0,4.1
426,0,4.1
433,0,4.2
438,0,4.2
446,0,4.3
452,0,4.3
458,0,4.4
464,0,4.4
470,0,4.4
476,0,4.5
482,0,4.5
488,0,4.6
493,0,4.6
500,0,4.7
505,0,4.7
511,0,4.7
517,0,4.9
524,0,4.9
530,0,5
536,0,5
542,0,5.1
548,0,5.1
555,0,5.2
561,0,5.2
567,0,5.2
572,0,5.2
577,0,5.2
583,0,5.3
589,0,5.3
594,0,5.5
601,0,5.5
607,0,5.5
615,0,5.5
621,0,5.6
626,0,5.6
632,0,5.7
638,0,5.7
644,0,5.8
650,0,5.8
656,0,5.8
662,0,5.9
667,0,5.9
672,0,6.1
677,0,6.1
683,0,6.1
688,0,6.2
694,0,6.2
700,0,6.3
707,0,6.3
714,0,6.4
721,0,6.5
727,0,6.5
733,0,6.5
740,0,6.7
746,0,6.7
752,0,6.9
758,0,6.9
764,0,7
770,0,7.2
778,0,7.2
786,0,7.3
791,0,7.3
798,0,7.3
806,0,7.5
813,0,7.5
820,0,7.5
826,0,7.5
832,0,7.5
839,0,7.4
846,0,7.5
852,0,7.5
858,0,7.6
864,0,7.6
870,0,7.6
876,0,7.7
882,0,7.7
887,0,7.7
893,0,7.8
900,0,7.8
