5,49.2,0
11,47.6,0
17,47.4,0
23,47.4,0
29,47.3,0
35,54.1,0
40,58.9,0
46,63.8,0
52,66.5,0
57,68.6,0
63,67.6,0
68,62.6,0
73,58.3,0
78,53.9,0
83,50.7,0
88,47.8,0
93,47.3,0
99,50,0
105,51.9,0
110,53,0
117,52.6,0
124,51.9,0
131,51.6,0
137,51.3,0
143,51,0
149,50.8,0
155,50.9,0
161,51.9,0
167,50.6,0
172,49.1,0
178,47.7,0
183,46.2,0
189,44.9,0
194,44,0
200,45,0
206,46.1,0
211,47,0
217,48.2,0
223,49.1,0
229,50.2,0
235,51.2,0
241,51.1,0
249,51,0
255,50.7,0
262,49.7,0
267,48.6,0
273,47.7,0
279,46.6,0
284,45.8,0
289,45,0
294,44.3,0
299,43.5,0
304,43.9,0
310,44.9,0
317,45.6,0
323,46.5,0
329,47.2,0
335,47.9,0
341,48.5,0
346,49.1,0
352,49.7,0
359,49.5,0
365,49.4,0
371,49.3,0
378,48.6,0
385,47.8,0
391,47.1,0
396,46.4,0
402,45.8,0
408,45.5,0
414,46.1,0
420,46.7,0
426,47.3,0
433,47.8,0
438,48.6,0
446,49.1,0
452,49.6,0
458,50.2,0
464,50.6,0
470,50.2,0
476,49.7,0
482,49.1,0
488,48.5,0
493,47.9,0
500,47.5,0
505,48,0
511,48.4,0
517,49,0
524,49.4,0
530,49.7,0
536,50.2,0
542,50.6,0
548,51,0
555,51.2,0
561,51.3,0
567,50.9,0
572,50.4,0
577,49.9,0
583,49.5,0
589,49,0
594,48.5,0
601,48.4,0
607,48.4,0
615,48.7,0
621,49,0
626,49.4,0
632,49.7,0
638,50.1,0
644,50.5,0
650,50.8,0
656,51.1,0
662,51.1,0
667,50.7,0
672,50.3,0
677,49.9,0
683,49.5,0
688,49.2,0
694,48.8,0
700,48.7,0
707,48.6,0
714,48.6,0
721,48.6,0
727,48.7,0
733,49,0
740,49.4,0
746,49.7,0
752,50,0
758,50,0
764,49.5,0
770,49,0
778,48.7,0
786,48.2,0
791,47.9,0
798,47.5,0
806,47.7,0
813,47.5,0
820,47.5,0
826,47.2,0
832,47.1,0
839,47,0
846,46.9,0
852,46.9,0
858,46.9,0
864,46.6,0
870,46.3,0
876,46,0
882,45.7,0
887,45.4,0
893,45.2,0
900,45.2,0
