5,0,0
11,0,0
17,0,0
23,0,0
29,0,0
35,0,0
40,0,0
46,0,0
52,0,0
57,0,0
63,0.1,0
68,0.2,0
73,0.3,0
78,0.5,0
83,0.6,0
88,0.7,0
93,0.7,0
99,0.8,0
105,0.9,0
110,1,0
117,1,0
124,1.2,0
131,1.3,0
137,1.3,0
143,1.7,0
149,1.7,0
155,1.7,0
161,1.7,0
167,1.7,0
172,1.7,0
178,1.8,0
183,1.8,0
189,1.8,0
194,1.8,0
200,1.8,0
206,1.8,0
211,1.9,0
217,1.9,0
223,1.9,0
229,2,0
235,1.9,0
241,1.9,0
249,1.9,0
255,1.9,0
262,1.9,0
267,1.9,0
273,2,0
279,1.9,0
284,1.9,0
289,2,0
294,2,0
299,2,0
304,2,0
310,2,0
317,2,0
323,2,0
329,2,0
335,2,0
341,2,0
346,2,0
352,2,0
359,2,0
365,2,0
371,2,0
378,2,0
385,2,0
391,2,0
396,2,0
402,2,0
408,2,0
414,2,0
420,2,0
426,2,0
433,2,0
438,2,0
446,2,0
452,2,0
458,2,0
464,2,0
470,2,0
476,2,0
482,2,0
488,2,0
493,2,0
500,2,0
505,2,0
511,2,0
517,2,0
524,2,0
530,2,0
536,2,0
542,2,0
548,2,0
555,2,0
561,2,0
567,2,0
572,2,0
577,2,0
583,2,0
589,2,0
594,2,0
601,2,0
607,2,0
615,2,0
621,2,0
626,2,0
632,2,0
638,2,0
644,2,0
650,2,0
656,2,0
662,2,0
667,2,0
672,2,0
677,2,0
683,2,0
688,2,0
694,2,0
700,2,0
707,2,0
714,2,0
721,2,0
727,2,0
733,2,0
740,2,0
746,2,0
752,2,0
758,2,0
764,2,0
770,2,0
778,2,0
786,2,0
791,2,0
798,2,0
806,2,0
813,2,0
820,2,0
826,2,0
832,2,0
839,2,0
846,2,0
852,2.4,0
858,2.7,0
864,3.3,0
870,3.8,0
876,4.4,0
882,5,0
887,5.5,0
893,5.9,0
900,6.2,0
